Title,Authors,Journal,Year,nSamples,nPositive,Prevalence,HostFamily,HostGenus,Hosts,nSpecies,VirusGenus,VirusSubgenus,VirusStrain,DetectionType,StudyType,DetectionMethod,DetectionMethodSpecific,PCRMethod,GeneTarget,GeneTargetDetailed,Tissue,Sample,Country,State,SamplingSite,Latitude,Longitude,nSamplingTrips,YearDiscrete,MonthsDiscrete,StartYear,StartMonth,EndYear,EndMonth,Summer,Fall,Winter,Spring,TerminalSampling
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,5,0,0,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 14,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,3,0,0,Vespertilionidae,Lasiurus,Lasiurus cinereus,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 14,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,11,0,0,Vespertilionidae,Lasionycteris,Lasionycteris noctivagans,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 14,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,3,0,0,Vespertilionidae,Myotis,Myotis evotis,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 14,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,13,0,0,Vespertilionidae,Myotis,Myotis thysanodes,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 14,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,7,0,0,Vespertilionidae,Myotis,Myotis evotis,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 15,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,1,0,0,Vespertilionidae,Myotis,Myotis thysanodes,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 15,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,3,0,0,Vespertilionidae,Myotis,Myotis volans,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 16,NA,NA,NA,2007,NA,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,31,0,0,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 17,NA,NA,NA,2007,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,12,1,0.083333,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 17,NA,NA,NA,2007,August,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,23,2,0.086957,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 17,NA,NA,NA,2008,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,13,4,0.307692,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 17,NA,NA,NA,2008,July,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,44,9,0.204545,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 17,NA,NA,NA,2008,July,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,26,3,0.115385,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 18,NA,NA,NA,2008,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,3,2,0.666667,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 18,NA,NA,NA,2008,July,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,40,3,0.075,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 19,NA,NA,NA,2007,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,27,4,0.148148,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 19,NA,NA,NA,2007,August,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,25,2,0.08,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 19,NA,NA,NA,2008,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,31,2,0.064516,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 19,NA,NA,NA,2008,July,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,12,1,0.083333,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 20,NA,NA,NA,2007,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,13,2,0.153846,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 20,NA,NA,NA,2008,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,16,1,0.0625,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 20,NA,NA,NA,2008,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,29,0,0,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 21,NA,NA,NA,2007,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,22,0,0,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,genus not specified,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 21,NA,NA,NA,2007,August,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,39,2,0.051282,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 21,NA,NA,NA,2008,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,24,4,0.166667,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 21,NA,NA,NA,2008,June,NA,NA,NA,NA,1,0,0,0,Yes
"alphacoronaviruses in new world bats: prevalence, persistence, phylogeny, and potential for interaction with humans",Osborne et al.,Plos One,2011,35,4,0.114286,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,hemi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",pooled,United States of America,Colorado,Site 21,NA,NA,NA,2008,August,NA,NA,NA,NA,1,0,0,0,Yes
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,40,31,0.775,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2008,May,NA,NA,NA,NA,0,0,0,1,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,44,10,0.227273,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2008,May,NA,NA,NA,NA,0,0,0,1,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,40,4,0.1,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2008,June,NA,NA,NA,NA,1,0,0,0,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,40,40,1,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2008,July,NA,NA,NA,NA,1,0,0,0,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,31,31,1,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2008,July,NA,NA,NA,NA,1,0,0,0,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,40,9,0.225,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2009,May,NA,NA,NA,NA,0,0,0,1,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,48,35,0.729167,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2009,June,NA,NA,NA,NA,1,0,0,0,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,40,40,1,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2010,May,NA,NA,NA,NA,0,0,0,1,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,18,9,0.5,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2010,May,NA,NA,NA,NA,0,0,0,1,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,49,10,0.204082,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2010,June,NA,NA,NA,NA,1,0,0,0,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,40,39,0.975,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2010,July,NA,NA,NA,NA,1,0,0,0,No
amplification of emerging viruses in a bat colony,Drexler et al.,Emerg Infect Dis,2011,40,39,0.975,Vespertilionidae,Myotis,Myotis myotis,1,alphacoronavirus,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Germany,Rhineland-Palatinate,Attic,50.42969722,6.931158333,NA,2010,July,NA,NA,NA,NA,1,0,0,0,No
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,19,0,0,Hipposideridae,Hipposideros,Hipposideros commersoni,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,19,0,0,Miniopteridae,Miniopterus,Miniopterus manavi,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,14,0,0,Miniopteridae,Miniopterus,Miniopterus gleni,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,2,0,0,Miniopteridae,Miniopterus,Miniopterus gleni,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Madagascar,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,28,0,0,Miniopteridae,Miniopterus,Miniopterus griveaudi,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Madagascar,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,8,0,0,Miniopteridae,Miniopterus,Miniopterus mahafaliensis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,8,0,0,Miniopteridae,Miniopterus,Miniopterus sororculus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,29,0,0,Molossidae,Chaerephon,Chaerephon atsinanana,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,45,0,0,Molossidae,Chaerephon,Chaerephon pumilus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Madagascar,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,94,0,0,Molossidae,Mops,Mops leucostigma,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Madagascar,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,19,4,0.210526,Molossidae,Mops,Mops midas,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,2,0,0,Molossidae,Mops,Mops midas,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Madagascar,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,22,10,0.454545,Molossidae,Mormopterus,Mormopterus jugularis,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,intestine,tissue,Madagascar,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,1,1,1,1,Yes
bat coronavirus phylogeography in the western indian ocean,Joffrin et al.,Sci Rep,2020,41,0,0,Molossidae,Mormopterus,Mormopterus jugularis,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Madagascar,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,1,1,1,1,Yes
